# white_amp(R mean-sqrt) : 1.2948152517676055
# time    color    white
2007.25342    1.470554437740733    -0.3329769160060061
2007.25616    0.6181135125618566    -0.15072870634249247
2007.2589    0.632240634109394    -0.1332024791177988
2007.26164    1.4903561410654045    1.8421911338095787
2007.26438    0.45850333659081355    -0.08641146065400318
2007.26712    0.18578908305889566    -0.1722653034037719
2007.26986    0.346942500738506    0.7096784216645782
2007.2726    -0.43365887544497667    -0.5631184559975322
2007.27534    -0.7649972637217477    -1.3844307548806594
2007.27808    -0.8883278355289077    -1.8147983516106736
2007.28082    -0.4395998597558115    -0.8192319498391047
2007.28356    1.091871459263125    2.3936659507310694
2007.2863    0.7845240221239118    1.1522663755321636
2007.28904    -0.16695762425695507    -1.5408082268773424
2007.29178    0.6408434194196166    0.20523353651750487
2007.29452    0.9390500041069558    0.6629413952469292
2007.29726    0.719919864476903    0.14098215271950598
2007.3    0.279442973073928    -1.4578008612612776
2007.30274    1.220268158339423    0.4604798820859408
2007.30548    1.3716971819215833    0.5705579275214272
2007.30822    1.3404320728496315    0.3659099860657151
2007.31096    1.7546095398942256    1.5179046160096519
2007.3137    1.3448072245123992    0.9983590375448603
2007.31644    1.0538529756257873    0.8632724829176937
2007.31918    -0.06106750537429695    -1.1448977427304423
2007.32192    -0.6327125923179224    -2.197745830822903
2007.32466    0.19956650325268296    0.04176515190197708
2007.3274    -0.26536866435859413    -1.120518249946268
2007.33014    0.6335780081814695    0.9517642616065027
2007.33288    0.9752538509546671    1.384118349023117
2007.33562    0.40417811956171434    0.33287925733131274
2007.33836    0.35713824797720195    -0.04105224276582009
2007.3411    0.279495459121355    0.11609319111554761
2007.34384    -0.6657400265212164    -2.1584324021332404
2007.34658    0.6172740857429931    1.1346072702610979
2007.34932    0.1993880670169707    -0.16868708578111064
2007.35205    0.3303796395158076    0.0787741193916216
2007.35479    0.35131998277941046    -0.16305707333716635
2007.35753    0.4062972350016225    -0.33913799340328277
2007.36027    1.0705545923895894    1.3748422634618596
2007.36301    0.23820009343809112    -0.9116406434333683
2007.36575    1.0704611119821696    1.4352393896379847
2007.36849    0.4314448280034698    -0.24369285310142758
2007.37123    0.4059370383910194    -0.036875466273538604
2007.37397    0.09522523459014792    -0.9452277886860139
2007.37671    0.1511207770428864    -0.622569431941751
2007.37945    0.9084976390330595    1.0968441895266694
2007.38219    0.7574722599046904    0.7264945364671906
2007.38493    0.2511073760858443    -0.18753962931156198
2007.38767    0.5379396034036436    1.0041866171927434
2007.39041    0.4307549606863604    1.6913584687517058
2007.39315    -0.7009036095570873    -0.29417292661470684
2007.39589    -1.5465190968503728    -1.4672306524693204
2007.39863    -2.089046842095427    -2.2474319087389114
2007.40137    -1.217883882194898    0.2528899725141338
2007.40411    -1.4918670066102135    -0.10215936663586711
2007.40685    -1.5383598125390274    -0.38603308032882966
2007.40959    -0.7569436979978159    1.3001867100888698
2007.41233    -1.905955985034207    -1.681624678001836
2007.41507    -1.3101045107558025    -0.2131731566695092
2007.41781    -0.8940720165692435    0.43330160908852045
2007.42055    -1.0031639771813907    0.10443267717179694
2007.42329    -1.0848820694396475    -0.8530291948236444
2007.42603    -1.0242844359082737    -1.356115312851121
2007.42877    -0.4843165911864999    -0.6429973393983972
2007.43151    0.763380881775042    1.659445542550138
2007.43425    0.8636163431538623    1.3112761443753227
2007.43699    0.3902026719768004    -0.46209945722971085
2007.43973    0.7755425006808578    0.10309569204919322
2007.44247    0.7088950305281854    -0.2812304390293532
2007.44521    1.102935888854078    0.8713913691590127
2007.44795    1.012592593994312    0.5084569883015047
2007.45068    0.9593961236656283    0.8074688403293124
2007.45342    0.40234048212424534    -0.08963753266352392
2007.45616    0.5047587987252432    0.6516934238640227
2007.4589    -0.12381767055938697    -0.27652045627381083
2007.46164    -0.9092861987851469    -1.3503910820864102
2007.46438    -0.20200846080392182    1.2781262827607285
2007.46712    -0.46989636904023174    1.2825236326614553
2007.46986    -1.6514205999268072    -0.6987427376980775
2007.4726    -2.5910141101914665    -2.325487856389294
2007.47534    -1.8473077249764884    -0.04256938504770602
2007.47808    -1.8455445300963949    0.3801086292829272
2007.48082    -2.7783651870920743    -1.6639231579129792
2007.48356    -1.9987579283479675    -0.026043142328777025
2007.4863    -1.7354383512936946    0.4259518772137765
2007.48904    -2.28226236690893    -1.2131201289883657
2007.49178    -1.7467027526724015    -0.3392804019602773
2007.49452    -1.5040750900161608    -0.07534601628111415
2007.49726    -0.8577003271913508    1.382574226756942
2007.5    -1.084121224102326    0.6141405154416406
2007.50274    -1.7348927242926007    -0.7307217078472152
2007.50548    -1.4731544956409732    -0.0917304917288635
2007.50822    -1.4331646556080198    0.4667469327139411
2007.51096    -2.2336453697917382    -1.3353620536302482
2007.5137    -1.601578385823812    0.225098701825166
2007.51644    -2.070959741656952    -1.214527827133307
2007.51918    -1.8126196378251416    -0.9864578452018071
2007.52192    -1.239609498855586    -0.3771267649853698
2007.52466    -0.953502014165177    -0.5836317956565552
2007.5274    0.029130742214514393    1.4101929982864314
2007.53014    0.0849492205265856    0.6319741656153786
2007.53288    0.6263773841703045    1.9676642542412561
2007.53562    -0.711447357632126    -1.5149918812719947
2007.53836    0.05423317676820649    0.6938561895362205
2007.5411    -0.2660033474315251    -0.11162390433480929
2007.54384    -0.7656095645035299    -0.8396595195089895
2007.54658    -0.40599161018648855    0.2696422508148032
2007.54932    -0.22394216764381514    0.5554805959475242
2007.55205    -0.5616943388325556    0.2608430980456081
2007.55479    -1.5387444152467091    -2.495559008592709
2007.55753    0.05513681711365259    1.0703097124753318
2007.56027    -0.9325059578401447    -1.9814443517397653
2007.56301    -0.28545012781012263    -0.9734997228603317
2007.56575    1.3380223458896645    1.854628855825728
2007.56849    1.1403927343804354    0.9065465066956535
2007.57123    1.314725436231256    0.5872224697033921
2007.57397    1.3649234429873784    -0.007873918060648855
2007.57671    0.995346456588857    -0.9843185846295288
2007.57945    1.8040150141763784    0.957839563992096
2007.58219    2.198106194909024    1.7156191307373154
2007.58493    1.430809614398326    0.3374998118138084
2007.58767    0.922487787239063    -1.1997681022584312
2007.59041    1.6143962644178413    0.8593329744414719
2007.59315    0.42941461061401587    -1.8036344031942502
2007.59589    1.7466224256000995    2.026625389264355
2007.59863    1.4559188932119471    0.8684333748878115
2007.60137    0.5356076414533905    -0.4589316467914787
2007.60411    -0.06964369004988025    -1.902917592582461
2007.60685    1.6158600054065295    2.8577527694434957
2007.60959    0.17329671506031052    -0.24789631169929327
2007.61233    -0.6301121680650974    -1.3936582520862464
2007.61507    -0.13326562068297487    -0.5425537044053589
2007.61781    -0.2488986666824039    -0.38045716775790706
2007.62055    -0.5889202186354012    -1.7949327758274976
2007.62329    0.8137527564360697    0.9444554534283652
2007.62603    0.2909579246373135    -1.5891679907397838
2007.62877    1.478344052636709    0.6640636441438357
